first_pokemon;second_pokemon;winner
Woobat;Houndoom;Houndoom
Hypno;Golem;Hypno
Teddiursa;Feraligatr;Feraligatr
Lampent;Seismitoad;Seismitoad
Magmortar;Mega Gardevoir;Mega Gardevoir
Espurr;Pansear;Espurr
Sliggoo;Espeon;Espeon
Gothita;Caterpie;Caterpie
Meloetta Pirouette Forme;Aggron;Meloetta Pirouette Forme
Electrike;Fletchling;Electrike
Numel;Pansear;Pansear
Venipede;Swoobat;Swoobat
Snover;Mr. Mime;Mr. Mime
Magcargo;Hippowdon;Hippowdon
Gastrodon;Duskull;Gastrodon
Steelix;Kyogre;Kyogre
Charizard;Petilil;Charizard
Bunnelby;Litleo;Litleo
Darkrai;Metagross;Darkrai
Chimecho;Keldeo Ordinary Forme;Keldeo Ordinary Forme
Smoochum;Skrelp;Smoochum
Diancie;  Grotle  ;Diancie
Mothim;Combusken;Mothim
Swinub;Fraxure;Fraxure
Chespin;Zorua;Zorua
Mega Lopunny;Flaaffy;Mega Lopunny
Mega Tyranitar;Blitzle;Blitzle
Turtwig;Raichu;Raichu
Electrode;Bergmite;Electrode
Celebi;Xerneas;Celebi
Furfrou;Grimer;Furfrou
Seel;Delcatty;Delcatty
Bergmite;Celebi;Celebi
Gabite;Samurott;Gabite
Seadra;Vanillish;Seadra
Pancham;Cofagrigus;Cofagrigus
Shellos;Sunkern;Shellos
Azumarill;Chinchou;Chinchou
Tentacruel;Tornadus Incarnate Forme;Tornadus Incarnate Forme
Latios;Huntail;Latios
Dodrio;Ninjask;Ninjask
Mega Rayquaza;Cloyster;Mega Rayquaza
Gogoat;Chingling;Gogoat
Omastar;Glaceon;Glaceon
Pichu;Axew;Pichu
Trapinch;Wynaut;Trapinch
Wartortle;Murkrow;Murkrow
Medicham;Gloom;Medicham
Excadrill;Spearow;Excadrill
Stunfisk;Thundurus Incarnate Forme;Stunfisk
Kangaskhan;Darmanitan Zen Mode;Kangaskhan
Gallade;Garchomp;Garchomp
Elekid;Sylveon;Elekid
Vulpix;Slowpoke;Slowpoke
Riolu;Sylveon;Sylveon
Venonat;Yanma;Yanma
Gligar;Poochyena;Gligar
Braixen;Venonat;Braixen
Tranquill;Trapinch;Tranquill
Aegislash Shield Forme;Mega Garchomp;Mega Garchomp
Venipede;Forretress;Forretress
Kecleon;Yamask;Yamask
Parasect;Ho-oh;Ho-oh
Mega Metagross;Weezing;Mega Metagross
Dedenne;Raichu;Raichu
Sunflora;Pinsir;Pinsir
Meloetta Pirouette Forme;Cloyster;Meloetta Pirouette Forme
Gible;Butterfree;Butterfree
Seaking;Mothim;Seaking
Grumpig;Drapion;Drapion
Azumarill;Bergmite;Azumarill
Amoonguss;Sharpedo;Sharpedo
Tangrowth;Skitty;Skitty
Furfrou;Gloom;Furfrou
Mega Rayquaza;Aggron;Mega Rayquaza
Alakazam;Whiscash;Alakazam
Roggenrola;Blaziken;Blaziken
Donphan;Baltoy;Baltoy
Raichu;Mega Aerodactyl;Mega Aerodactyl
Jumpluff;Exeggutor;Jumpluff
Leafeon;Horsea;Leafeon
Bisharp;Granbull;Bisharp
Pancham;Sandslash;Sandslash
Clamperl;Noctowl;Noctowl
Aegislash Blade Forme;Shelgon;Shelgon
Flaaffy;Mantine;Mantine
Exploud;Torchic;Exploud
Volbeat;Noibat;Volbeat
Chimecho;Mega Alakazam;Mega Alakazam
Vanilluxe;Mega Swampert;Vanilluxe
Electrode;Poliwrath;Electrode
Talonflame;Silcoon;Talonflame
Slakoth;Bronzong;Bronzong
Shedinja;Chimchar;Chimchar
Thundurus Incarnate Forme;Espurr;Thundurus Incarnate Forme
Magmortar;Wartortle;Magmortar
Mega Lucario;Golduck;Mega Lucario
  Grotle  ;Galvantula;Galvantula
Unfezant;Lopunny;Lopunny
Articuno;Gourgeist Small Size;Gourgeist Small Size
Emolga;Metapod;Emolga
Hitmonchan;Claydol;Hitmonchan
Hoopa Confined;Stunky;Stunky
Spritzee;Pachirisu;Pachirisu
Exploud;Goodra;Goodra
Porygon2;Venusaur;Venusaur
Thundurus Therian Forme;Venomoth;Thundurus Therian Forme
Doduo;Drapion;Drapion
Scyther;Snubbull;Scyther
Chimchar;Suicune;Suicune
Seismitoad;Meloetta Aria Forme;Meloetta Aria Forme
Machamp;Mega Houndoom;Machamp
Keldeo Ordinary Forme;Illumise;Keldeo Ordinary Forme
Slowking;Deino;Deino
Gallade;Joltik;Gallade
Electivire;Skorupi;Electivire
Arceus;Volcarona;Arceus
Muk;Chikorita;Muk
Lairon;Archen;Archen
Gallade;Ekans;Gallade
Lopunny;Pineco;Lopunny
Pachirisu;Pumpkaboo Average Size;Pachirisu
Beheeyem;Heat Rotom;Heat Rotom
Watchog;Quilladin;Watchog
Tyranitar;Snorlax;Tyranitar
Basculin;Aipom;Basculin
Carvanha;Trubbish;Trubbish
Altaria;Mega Pidgeot;Mega Pidgeot
Onix;Beldum;Beldum
Parasect;Sudowoodo;Sudowoodo
Espurr;Torchic;Espurr
Prinplup;Woobat;Woobat
Gourgeist Super Size;Deoxys Speed Forme;Gourgeist Super Size
  Grotle  ;Throh;Throh
Weedle;Drifblim;Drifblim
Mega Scizor;Metang;Mega Scizor
Dedenne;Larvesta;Dedenne
Combee;Mega Medicham;Mega Medicham
Duskull;Gligar;Gligar
Mega Kangaskhan;Mega Abomasnow;Mega Kangaskhan
Smeargle;Gallade;Gallade
Relicanth;Garbodor;Garbodor
Sandile;Persian;Persian
Hypno;Stunky;Stunky
Kakuna;Dugtrio;Dugtrio
Chingling;Beautifly;Beautifly
Articuno;Mega Latios;Mega Latios
Trapinch;Geodude;Geodude
Tympole;Croconaw;Tympole
Hoopa Confined;Glalie;Glalie
Cradily;Clefairy;Cradily
Sylveon;Hoppip;Sylveon
Arceus;Beldum;Arceus
Fraxure;Buneary;Buneary
Caterpie;Zekrom;Zekrom
Lickitung;Sableye;Sableye
Mantyke;Lickitung;Mantyke
Cresselia;Cryogonal;Cryogonal
Donphan;Drapion;Drapion
Boldore;Smoochum;Boldore
Moltres;Klinklang;Klinklang
Glalie;Hippowdon;Glalie
Porygon2;Primal Groudon;Primal Groudon
Mega Latios;Mega Camerupt;Mega Latios
Swirlix;Bulbasaur;Swirlix
Skiploom;Deoxys Speed Forme;Deoxys Speed Forme
Woobat;Zubat;Woobat
Spheal;Tornadus Therian Forme;Tornadus Therian Forme
Sunflora;Torterra;Torterra
Tornadus Incarnate Forme;Espurr;Tornadus Incarnate Forme
Breloom;Nidoran♀;Breloom
Tropius;Vanillish;Vanillish
Roggenrola;Tepig;Roggenrola
Torchic;Dustox;Dustox
Wash Rotom;Liepard;Liepard
Metagross;Cofagrigus;Metagross
Ho-oh;Nidorina;Ho-oh
Rhyhorn;Pumpkaboo Average Size;Pumpkaboo Average Size
Carracosta;Psyduck;Psyduck
Venonat;Flabébé;Venonat
Garbodor;Mega Altaria;Mega Altaria
Darumaka;Solrock;Solrock
Vanillish;Weezing;Weezing
Zorua;Pignite;Zorua
Emboar;Serperior;Emboar
Mega Lopunny;Snover;Mega Lopunny
Palkia;Tirtouga;Palkia
Swalot;Pidgey;Pidgey
Mow Rotom;Oddish;Mow Rotom
Drowzee;Mega Glalie;Mega Glalie
Butterfree;Psyduck;Butterfree
Floatzel;Landorus Therian Forme;Floatzel
Stantler;Zigzagoon;Stantler
Mega Medicham;Seedot;Mega Medicham
Carbink;Mega Alakazam;Mega Alakazam
Gorebyss;Pupitar;Gorebyss
Gardevoir;Delibird;Gardevoir
Magcargo;Starly;Starly
Yamask;Trevenant;Trevenant
Slowpoke;Bastiodon;Bastiodon
Glaceon;Phanpy;Glaceon
Meganium;Venipede;Meganium
Slurpuff;Galvantula;Galvantula
Shiftry;Bidoof;Shiftry
Lombre;Woobat;Woobat
Croagunk;Yveltal;Yveltal
Cottonee;Forretress;Forretress
Basculin;Throh;Basculin
Squirtle;Skiploom;Skiploom
Meditite;Haxorus;Haxorus
Beldum;Gothitelle;Gothitelle
Yveltal;Heracross;Yveltal
Watchog;Numel;Watchog
Turtwig;Omanyte;Omanyte
Spinda;Mega Ampharos;Spinda
Regirock;Simisear;Simisear
Vigoroth;Masquerain;Vigoroth
Riolu;Meloetta Aria Forme;Meloetta Aria Forme
Horsea;Yamask;Horsea
Raikou;Fan Rotom;Raikou
Glalie;Chansey;Glalie
Nidoran♀;Pangoro;Pangoro
Gourgeist Large Size;Gogoat;Gourgeist Large Size
Riolu;Pikachu;Pikachu
Wormadam Plant Cloak;Boldore;Wormadam Plant Cloak
Surskit;Wormadam Plant Cloak;Wormadam Plant Cloak
Durant;Herdier;Durant
Gorebyss;Mew;Mew
Turtwig;Furfrou;Furfrou
Vanilluxe;Mega Salamence;Mega Salamence
Frost Rotom;  Scolipede  ;  Scolipede  
Mienshao;Pansear;Mienshao
Pyroar;Monferno;Pyroar
Reshiram;Geodude;Reshiram
Weezing;Forretress;Weezing
Pidove;Octillery;Octillery
Wynaut;Skarmory;Skarmory
Mega Audino;Mega Aerodactyl;Mega Aerodactyl
Shelgon;Doduo;Doduo
Zebstrika;Crustle;Zebstrika
Deoxys Defense Forme;Malamar;Malamar
Bidoof;Venipede;Venipede
Doduo;Metapod;Doduo
Mega Gengar;Kirlia;Mega Gengar
Lillipup;Tropius;Lillipup
Fraxure;Ekans;Fraxure
Infernape;Krokorok;Infernape
Avalugg;Mega Gallade;Mega Gallade
Tympole;Golett;Golett
Drowzee;Chimchar;Chimchar
Mega Ampharos;Alakazam;Mega Ampharos
Lopunny;Rufflet;Lopunny
Elgyem;Keldeo Ordinary Forme;Keldeo Ordinary Forme
Barbaracle;Flaaffy;Barbaracle
Shuckle;Mega Salamence;Mega Salamence
Parasect;Golurk;Golurk
Throh;Vullaby;Vullaby
Pignite;Floatzel;Floatzel
Fennekin;Swoobat;Swoobat
Vibrava;Numel;Vibrava
Solosis;Cyndaquil;Cyndaquil
Drapion;Raticate;Raticate
Archeops;Sliggoo;Archeops
Noibat;Pineco;Noibat
Doduo;Drapion;Drapion
Cherrim;Yveltal;Yveltal
Probopass;Mr. Mime;Probopass
Pidove;Flabébé;Pidove
Trapinch;Corphish;Corphish
Nuzleaf;Lucario;Lucario
Bastiodon;Corphish;Corphish
Basculin;Heat Rotom;Basculin
Psyduck;Quilava;Quilava
Makuhita;Jirachi;Jirachi
Bisharp;Blitzle;Blitzle
Loudred;Darmanitan Zen Mode;Darmanitan Zen Mode
Clamperl;Cradily;Cradily
Carnivine;Scatterbug;Carnivine
Meloetta Pirouette Forme;Minun;Meloetta Pirouette Forme
Mareep;Giratina Origin Forme;Giratina Origin Forme
Caterpie;Mega Blaziken;Mega Blaziken
Vaporeon;Beldum;Vaporeon
Dragalge;Skrelp;Dragalge
Sealeo;Sentret;Sealeo
Butterfree;Hippopotas;Butterfree
Chesnaught;Frogadier;Chesnaught
Volcanion;Kadabra;Kadabra
Mega Salamence;Feraligatr;Mega Salamence
Mankey;Plusle;Plusle
Elekid;Koffing;Elekid
Mega Salamence;Empoleon;Mega Salamence
Musharna;Sylveon;Sylveon
Cottonee;Glalie;Glalie
Druddigon;Mega Houndoom;Mega Houndoom
Mega Latios;Hitmontop;Mega Latios
Doduo;Mega Absol;Mega Absol
Sunkern;Wooper;Sunkern
Swinub;Audino;Audino
Aromatisse;Shinx;Shinx
Metang;Wooper;Metang
Charmeleon;Manectric;Manectric
Golbat;Psyduck;Golbat
Munna;Vanillite;Vanillite
Krabby;Diancie;Diancie
Sandile;Solrock;Sandile
Taillow;Darkrai;Darkrai
Venipede;Loudred;Venipede
Mega Blaziken;Chatot;Mega Blaziken
  Farfetch'd  ;Dragalge;  Farfetch'd  
Minun;Mega Gardevoir;Mega Gardevoir
Lileep;Hitmonchan;Hitmonchan
Spewpa;Sneasel;Sneasel
Shieldon;Leafeon;Leafeon
Sharpedo;Ferroseed;Sharpedo
Mega Medicham;Swinub;Mega Medicham
Throh;Oshawott;Oshawott
Mega Salamence;Thundurus Therian Forme;Mega Salamence
Ninetales;Piloswine;Ninetales
Tropius;Snover;Tropius
Beheeyem;Groudon;Groudon
Solosis;Rhyhorn;Rhyhorn
Klinklang;Wartortle;Klinklang
Charmeleon;Emolga;Emolga
Lillipup;Mankey;Mankey
Garbodor;Tynamo;Garbodor
Carvanha;Bergmite;Carvanha
Venomoth;Mega Kangaskhan;Mega Kangaskhan
Pidove;Noibat;Noibat
Whirlipede;Malamar;Malamar
Landorus Therian Forme;Palpitoad;Landorus Therian Forme
Finneon;Kingdra;Kingdra
Nosepass;Wailmer;Wailmer
Pidgeotto;Mega Camerupt;Pidgeotto
Fan Rotom;Luxio;Fan Rotom
Snorunt;Sentret;Snorunt
Axew;Ledyba;Axew
Samurott;Wartortle;Samurott
Seedot;Nuzleaf;Nuzleaf
Makuhita;Virizion;Virizion
Clawitzer;Sewaddle;Clawitzer
Lucario;Sandile;Lucario
Accelgor;Fearow;Accelgor
Metagross;Drifloon;Drifloon
Gible;Bronzor;Gible
Leavanny;Abomasnow;Leavanny
Noivern;Chespin;Noivern
Ivysaur;Finneon;Finneon
Spearow;Magikarp;Magikarp
Shinx;Audino;Audino
Thundurus Incarnate Forme;Duosion;Thundurus Incarnate Forme
Celebi;Dragonite;Celebi
Lumineon;Azumarill;Lumineon
Timburr;Musharna;Timburr
Ponyta;Darkrai;Darkrai
Bronzong;Tranquill;Tranquill
Umbreon;Togepi;Umbreon
Lillipup;Reshiram;Reshiram
Exeggcute;Claydol;Claydol
Golett;Mienfoo;Mienfoo
Rhydon;Mega Medicham;Mega Medicham
Nidorino;Hippopotas;Nidorino
Bronzor;Stantler;Stantler
Chimecho;Starmie;Starmie
Tyranitar;Elekid;Elekid
Yamask;Azumarill;Azumarill
Dragalge;Pidgeot;Pidgeot
Pansear;Mantyke;Pansear
Swinub;Flabébé;Swinub
Azelf;Jirachi;Azelf
Tyrunt;Nosepass;Tyrunt
Clawitzer;Mega Charizard Y;Mega Charizard Y
Bayleef;Primal Groudon;Primal Groudon
Mega Charizard X;Golduck;Mega Charizard X
Zoroark;Sceptile;Sceptile
Doduo;Mega Altaria;Mega Altaria
Ivysaur;Luxio;Luxio
Larvesta;Sharpedo;Sharpedo
DeoxysAttack Forme;Mega Altaria;DeoxysAttack Forme
Trapinch;Regirock;Regirock
Frillish;Genesect;Genesect
Ledian;Klang;Ledian
Vanilluxe;Zoroark;Zoroark
Igglybuff;Mega Mawile;Mega Mawile
Sudowoodo;Accelgor;Sudowoodo
Thundurus Incarnate Forme;Vanillish;Thundurus Incarnate Forme
Doduo;Electabuzz;Electabuzz
Beheeyem;Doublade;Doublade
Gloom;Drilbur;Drilbur
Dustox;Snubbull;Dustox
Pidgeotto;Heatmor;Pidgeotto
Claydol;Octillery;Claydol
Kyogre;Kyurem;Kyurem
Typhlosion;Mega Scizor;Typhlosion
Carbink;Serperior;Serperior
Bastiodon;Kingdra;Kingdra
Cloyster;Frogadier;Frogadier
Mienfoo;Celebi;Celebi
Fletchling;Doublade;Fletchling
Patrat;Numel;Patrat
Suicune;Mr. Mime;Mr. Mime
Golduck;Mega Venusaur;Golduck
Sneasel;Goldeen;Sneasel
Palpitoad;Alakazam;Alakazam
Mega Kangaskhan;Carracosta;Mega Kangaskhan
Dustox;Stantler;Stantler
Mega Mawile;Absol;Absol
Doublade;Onix;Doublade
Skuntank;Cloyster;Skuntank
Dwebble;Kyurem;Kyurem
Xerneas;Prinplup;Xerneas
Ralts;Regirock;Regirock
Froakie;Oddish;Froakie
Shuckle;Quilava;Quilava
Voltorb;Darmanitan Zen Mode;Voltorb
Miltank;Mega Altaria;Miltank
Exeggcute;Slugma;Exeggcute
Dragalge;Scyther;Scyther
Noivern;Chesnaught;Noivern
Aegislash Blade Forme;Cobalion;Aegislash Blade Forme
Donphan;Taillow;Taillow
Chimchar;Rufflet;Chimchar
Treecko;Meowstic Male;Meowstic Male
Cinccino;Thundurus Incarnate Forme;Cinccino
Rattata;Sigilyph;Sigilyph
Slaking;Slowbro;Slaking
Mega Camerupt;Beheeyem;Beheeyem
Skiploom;Cottonee;Skiploom
Relicanth;Boldore;Relicanth
Piloswine;Drifblim;Drifblim
Feraligatr;Excadrill;Excadrill
Froakie;Bronzor;Froakie
Mega Sharpedo;Clefairy;Mega Sharpedo
Bronzor;Spinarak;Spinarak
Starly;Helioptile;Helioptile
Throh;Bagon;Bagon
Ampharos;Meditite;Meditite
Garbodor;Quilava;Quilava
Pansear;Kabuto;Pansear
Masquerain;Yveltal;Yveltal
Mandibuzz;Bastiodon;Mandibuzz
Porygon2;Aromatisse;Porygon2
Jynx;Deoxys Speed Forme;Deoxys Speed Forme
Cacturne;Mightyena;Mightyena
Octillery;Bastiodon;Octillery
Gastly;Mega Aggron;Mega Aggron
Mega Mawile;Growlithe;Growlithe
Aegislash Shield Forme;Deino;Aegislash Shield Forme
Glalie;Butterfree;Glalie
Virizion;Gorebyss;Virizion
Chimecho;Metagross;Metagross
Golduck;Metapod;Golduck
Heat Rotom;Donphan;Donphan
Mega Steelix;Frogadier;Frogadier
Typhlosion;Kingler;Typhlosion
Honedge;Rufflet;Rufflet
Slakoth;Omastar;Omastar
Foongus;Malamar;Malamar
Haunter;Skorupi;Haunter
Shelmet;Swoobat;Swoobat
Deerling;Machoke;Deerling
Gourgeist Super Size;Tropius;Gourgeist Super Size
Cloyster;Mankey;Mankey
Wailord;Tynamo;Tynamo
Duskull;Nincada;Nincada
Rayquaza;Garbodor;Rayquaza
Absol;Latios;Latios
Landorus Therian Forme;Gastly;Landorus Therian Forme
Golduck;Gigalith;Golduck
Donphan;Klefki;Klefki
Mega Tyranitar;Forretress;Mega Tyranitar
Greninja;Machamp;Greninja
Hoopa Confined;Cranidos;Cranidos
Nincada;Graveler;Nincada
Huntail;Gothita;Huntail
Quagsire;Dedenne;Dedenne
Beheeyem;Electabuzz;Electabuzz
Heat Rotom;Mew;Mew
Inkay;Vanillish;Vanillish
Eevee;Prinplup;Eevee
Gourgeist Average Size;Aegislash Blade Forme;Gourgeist Average Size
Exploud;Aegislash Shield Forme;Aegislash Shield Forme
Manaphy;Karrablast;Manaphy
Slaking;Krabby;Slaking
Banette;Smeargle;Smeargle
Zygarde Half Forme;Kakuna;Zygarde Half Forme
Gurdurr;Garchomp;Garchomp
Hoopa Confined;Charmander;Charmander
Meloetta Pirouette Forme;Palpitoad;Meloetta Pirouette Forme
Bibarel;Mew;Mew
Amaura;Hydreigon;Hydreigon
Mega Beedrill;Yanma;Mega Beedrill
Arceus;Wurmple;Arceus
Mega Sceptile;Slowpoke;Mega Sceptile
Espurr;Electabuzz;Electabuzz
Glalie;Mega Mewtwo X;Mega Mewtwo X
Sewaddle;Mantyke;Mantyke
Azurill;Sharpedo;Sharpedo
Hoppip;Pichu;Pichu
Mega Absol;Rhyperior;Mega Absol
Weezing;Froslass;Froslass
Meloetta Pirouette Forme;Mega Gyarados;Meloetta Pirouette Forme
Simipour;Whimsicott;Whimsicott
Cinccino;Mega Slowbro;Cinccino
Houndoom;Gothitelle;Houndoom
Groudon;Roggenrola;Groudon
Ducklett;Torchic;Ducklett
Tentacool;Pidgey;Tentacool
Trevenant;Diggersby;Diggersby
Lilligant;Marowak;Lilligant
Tentacool;Zubat;Tentacool
Illumise;Kabuto;Illumise
Hoopa Unbound;Spinda;Hoopa Unbound
Dragalge;Remoraid;Remoraid
Elgyem;Mr. Mime;Mr. Mime
Clefairy;Genesect;Genesect
Dwebble;Vaporeon;Vaporeon
Blissey;Wash Rotom;Wash Rotom
Heat Rotom;Avalugg;Avalugg
Gourgeist Average Size;Treecko;Gourgeist Average Size
Sableye;Loudred;Loudred
Phantump;Alomomola;Alomomola
Trubbish;Jigglypuff;Trubbish
Darumaka;Shiftry;Shiftry
Hitmontop;Mega Mewtwo Y;Mega Mewtwo Y
Arceus;Mudkip;Arceus
Umbreon;Regigigas;Regigigas
Wormadam Sandy Cloak;Dragonair;Dragonair
Murkrow;Manaphy;Manaphy
Weavile;Zigzagoon;Weavile
Mega Venusaur;Zorua;Mega Venusaur
Sharpedo;Nidorina;Sharpedo
Turtwig;Serperior;Serperior
Spearow;Ledyba;Spearow
Archeops;Aegislash Blade Forme;Archeops
Pangoro;Infernape;Infernape
Lickitung;Sableye;Sableye
Yanmega;Gallade;Yanmega
Gible;Hoppip;Hoppip
Hitmonlee;Porygon-Z;Porygon-Z
Frogadier;Stantler;Frogadier
Deoxys Defense Forme;Kyogre;Kyogre
Mesprit;Carnivine;Mesprit
Greninja;Misdreavus;Greninja
Goodra;Kirlia;Goodra
Mega Houndoom;Kabutops;Mega Houndoom
Pidgeotto;Phantump;Phantump
Piplup;Haunter;Haunter
Gastly;Stantler;Stantler
Huntail;Shuppet;Huntail
Solosis;Granbull;Granbull
Wormadam Plant Cloak;Simisage;Simisage
Golem;Gligar;Gligar
Mega Mewtwo Y;Chansey;Mega Mewtwo Y
Galvantula;Xerneas;Galvantula
Anorith;Shuppet;Anorith
Simisage;Pachirisu;Simisage
Horsea;Cofagrigus;Horsea
Staryu;Gengar;Gengar
Taillow;Petilil;Taillow
Cherrim;Joltik;Cherrim
Meditite;Jynx;Jynx
Volcarona;Cloyster;Volcarona
Roselia;Lampent;Roselia
Gigalith;Timburr;Timburr
Gastrodon;Golbat;Golbat
Tentacool;Pikachu;Pikachu
Wobbuffet;Tangela;Tangela
Zoroark;Krabby;Zoroark
Spearow;Axew;Spearow
Gogoat;Shroomish;Gogoat
Drifblim;Barboach;Drifblim
Baltoy;Mega Blaziken;Mega Blaziken
Geodude;Regirock;Regirock
Exeggutor;Crustle;Exeggutor
Swoobat;Swirlix;Swoobat
Bayleef;Hydreigon;Hydreigon
Bellossom;Staraptor;Staraptor
Amaura;Vileplume;Vileplume
Metapod;Lairon;Lairon
Poliwrath;Regice;Poliwrath
Spewpa;Dodrio;Dodrio
Zubat;Dewott;Dewott
Volcanion;Musharna;Volcanion
Metapod;Mega Garchomp;Mega Garchomp
Golett;Cascoon;Cascoon
Fan Rotom;Bisharp;Fan Rotom
Chansey;Mega Tyranitar;Mega Tyranitar
Elekid;Snubbull;Elekid
Weavile;Klefki;Weavile
Poliwhirl;Snivy;Poliwhirl
Lairon;Cacturne;Cacturne
Mothim;Sawk;Sawk
Treecko;Regice;Treecko
Giratina Altered Forme;Banette;Giratina Altered Forme
Dodrio;Pignite;Dodrio
Metang;Ledian;Ledian
Doduo;Dusclops;Dusclops
Dodrio;Stunfisk;Dodrio
Cascoon;Darmanitan Standard Mode;Darmanitan Standard Mode
Gloom;Deino;Gloom
Feraligatr;Klink;Feraligatr
Charmander;Kadabra;Kadabra
Beautifly;Rhydon;Beautifly
Beedrill;Illumise;Illumise
Pyroar;Volbeat;Pyroar
Sandile;Granbull;Sandile
Whimsicott;Torkoal;Torkoal
Mega Sableye;Stantler;Stantler
Combee;Carvanha;Combee
Remoraid;Torterra;Remoraid
Shuppet;Taillow;Taillow
Zorua;Doduo;Doduo
Hoppip;Luvdisc;Luvdisc
Litwick;Gulpin;Gulpin
Fletchinder;Haxorus;Haxorus
Kabutops;Spritzee;Kabutops
Ponyta;Noctowl;Ponyta
Mega Gyarados;Empoleon;Mega Gyarados
Seviper;Mega Houndoom;Mega Houndoom
Aggron;63;63
Mismagius;Hoopa Unbound;Mismagius
Wurmple;Gothorita;Gothorita
Tranquill;Huntail;Tranquill
Weedle;Bonsly;Bonsly
Gourgeist Small Size;Beartic;Gourgeist Small Size
Gourgeist Average Size;Golurk;Gourgeist Average Size
  Farfetch'd  ;Skarmory;Skarmory
Spewpa;Seedot;Seedot
Durant;Walrein;Durant
Breloom;Seedot;Breloom
Mega Slowbro;Shinx;Shinx
Loudred;Regigigas;Regigigas
Caterpie;Gastly;Gastly
Malamar;Clefairy;Malamar
Beartic;Finneon;Finneon
Zapdos;Kirlia;Zapdos
Dugtrio;Wormadam Sandy Cloak;Dugtrio
Kingdra;Swampert;Kingdra
Raticate;Murkrow;Raticate
Togekiss;Donphan;Togekiss
Quagsire;Vigoroth;Vigoroth
Regigigas;Jigglypuff;Regigigas
Porygon;Grovyle;Grovyle
Nidoking;Pumpkaboo Average Size;Nidoking
Gallade;Raticate;Raticate
Tynamo;Ferrothorn;Ferrothorn
Genesect;Yamask;Genesect
Panpour;Kyogre;Kyogre
Kingdra;Lilligant;Lilligant
Tangrowth;Staryu;Tangrowth
Walrein;Hypno;Hypno
Mega Garchomp;Marill;Mega Garchomp
Darkrai;Muk;Darkrai
63;Pawniard;63
Kadabra;Pumpkaboo Large Size;Pumpkaboo Large Size
Keldeo Resolute Forme;Vaporeon;Keldeo Resolute Forme
Mega Rayquaza;Alomomola;Mega Rayquaza
Bibarel;Charmander;Bibarel
Umbreon;Shroomish;Umbreon
Ninjask;Gourgeist Large Size;Ninjask
Ekans;Keldeo Resolute Forme;Keldeo Resolute Forme
Pansage;Mega Banette;Mega Banette
Pinsir;Quilava;Pinsir
Cherrim;Regirock;Cherrim
Archeops;Goldeen;Archeops
Cascoon;Shinx;Shinx
Duskull;Magmortar;Magmortar
Regice;Minccino;Minccino
Furret;Wooper;Furret
Minun;Vivillon;Minun
Malamar;Lillipup;Malamar
Gastly;Simipour;Simipour
Houndoom;Garbodor;Houndoom
Liepard;Shiftry;Liepard
Metang;Ledian;Ledian
Patrat;Croconaw;Croconaw
Mandibuzz;Dodrio;Dodrio
Natu;Cubone;Natu
Taillow;Garchomp;Taillow
Azumarill;Simisear;Simisear
Mega Beedrill;Archeops;Mega Beedrill
Shuppet;Umbreon;Umbreon
Lampent;Pichu;Pichu
Elekid;Aipom;Elekid
Marshtomp;Mightyena;Mightyena
Mienfoo;Kyurem White Kyurem;Kyurem White Kyurem
Psyduck;Ralts;Psyduck
Grimer;Crobat;Crobat
Xerneas;Purrloin;Xerneas
Skarmory;Graveler;Skarmory
Magnemite;Pachirisu;Pachirisu
Chandelure;Mienshao;Mienshao
Deoxys Defense Forme;Jynx;Jynx
Cresselia;Octillery;Cresselia
Hoothoot;Golem;Hoothoot
Vaporeon;Altaria;Altaria
Shieldon;Darkrai;Darkrai
Mega Gyarados;Groudon;Groudon
Alomomola;Shedinja;Shedinja
Simipour;Musharna;Simipour
Spheal;Espurr;Espurr
Mega Blaziken;Magmortar;Mega Blaziken
Virizion;Pachirisu;Virizion
Rayquaza;Tyrantrum;Rayquaza
Latias;Lopunny;Latias
Grimer;Kyurem;Kyurem
Deerling;Azumarill;Deerling
Electrike;Mega Lopunny;Mega Lopunny
Taillow;Sawk;Sawk
Espurr;Shellder;Espurr
Genesect;Heat Rotom;Genesect
Tornadus Incarnate Forme;Wormadam Trash Cloak;Tornadus Incarnate Forme
Wormadam Sandy Cloak;Magnezone;Magnezone
Kricketot;Starly;Starly
Simipour;Beartic;Simipour
Crustle;Dragonair;Dragonair
Ho-oh;Horsea;Ho-oh
Wurmple;Mega Rayquaza;Mega Rayquaza
Mr. Mime;Blitzle;Mr. Mime
Cubone;Stunfisk;Cubone
Lileep;Mega Sableye;Lileep
Marowak;Bergmite;Marowak
Aron;Mega Alakazam;Aron
Mega Camerupt;Mega Banette;Mega Banette
Nidoran♂;Phione;Phione
Mega Charizard X;Phione;Mega Charizard X
Genesect;Magmar;Genesect
Squirtle;Dodrio;Dodrio
Dusclops;Pachirisu;Pachirisu
Kirlia;Meganium;Meganium
Trevenant;Victini;Victini
Clefable;Relicanth;Clefable
Makuhita;Cascoon;Makuhita
Woobat;Gloom;Woobat
Flabébé;Anorith;Anorith
Mega Ampharos;Mega Kangaskhan;Mega Kangaskhan
Binacle;Mega Sceptile;Mega Sceptile
Chimchar;Skiddo;Chimchar
Misdreavus;Bagon;Misdreavus
Dialga;Piplup;Dialga
Slugma;Combee;Slugma
Pikachu;Beedrill;Pikachu
Bidoof;Aromatisse;Bidoof
